# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-12T22:37:02Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 eab7879e14401408aa6c70f4047db865441ca64fa933e1e751b571bfa7cac220
# composition = outputs/composition/amino_acid_composition_per_protein.tsv sha256 9ecb8ae2215e5755640d0ff4a5dd19bf23d7518a8401d0d7a77c6ad74939cdd4
# rules       = B0-B5, D31 (within-tier), D47 (summed rows), D48 (shared rows)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# ranking = by largest median value (molar, as published: normalised to the dataset's anchor protein); MW is known only for pool entries, so no v*MW share here
rank	gene	kind	n_rows	v_I	v_IIa	v_IIx	v_share_of_file_I	v_share_of_file_IIa	v_share_of_file_IIx	valid_I	valid_IIa	valid_IIx
1160	ACTBL2	single_name	1	53.31747818	45.57096481	22.73823738	4.157060957e-05	3.46155075e-05	1.652045444e-05	17	9	3
1161	MTUS2	single_name	1	26.29525757	0	53.28277397	2.050190525e-05	0	3.871257148e-05	1	0	2
1162	MYO18A	single_name	1	53.19094849	37.26437378	17.87574959	4.147195681e-05	2.830585693e-05	1.298761649e-05	19	29	13
1163	GNG12	single_name	1	46.61810493	34.83799362	53.0554657	3.634723744e-05	2.646278907e-05	3.854742077e-05	8	13	5
1164	EIF3L	single_name	1	6.749856472	52.8889122	18.8080101	5.262732929e-06	4.017418864e-05	1.366494987e-05	19	28	13
1165	RRAGC	single_name	1	4.943166256	24.79804802	52.68919373	3.854091407e-06	1.883648987e-05	3.828130606e-05	7	11	7
1166	NEDD8-MDP1	single_name	1	13.70006752	33.94931984	52.65093994	1.068167846e-05	2.578775631e-05	3.82535128e-05	8	10	6
1167	Septin 3	single_name	1	12.21623516	52.59721303	8.711190224	9.52476298e-06	3.995261521e-05	6.329110687e-06	1	2	1
1168	NAP1L4	single_name	1	13.83763599	52.54443741	22.43419266	1.078893794e-05	3.991252708e-05	1.629955091e-05	18	25	13
1169	BZW2	single_name	1	19.99493408	52.4995079	20.36971188	1.558966453e-05	3.987839882e-05	1.479960348e-05	19	25	12
1170	EIF4G1	single_name	1	12.61116791	25.90516663	52.38594818	9.832684427e-06	1.967745237e-05	3.806098317e-05	19	29	13
1171	TIMM50	single_name	1	44.97351074	52.23475647	35.06954956	3.506497907e-05	3.967729478e-05	2.547976284e-05	19	26	13
1172	ATAD1	single_name	1	51.46513557	52.21066284	29.55328941	4.012637377e-05	3.965899336e-05	2.147192692e-05	18	27	13
1173	MT-ND6	single_name	1	52.16740036	49.11927414	47.25445366	4.067391608e-05	3.731078789e-05	3.433269852e-05	10	12	4
1174	BLMH	single_name	1	26.90476322	17.13325787	52.12115097	2.097712506e-05	1.301434847e-05	3.78685949e-05	18	28	13
1175	CRABP2	single_name	1	25.44609404	51.97423935	9.753565788	1.983982882e-05	3.94794071e-05	7.086448107e-06	2	5	1
1176	SET;SETSIP	multi_gene_cell	1	51.83784485	26.69791412	49.08481979	4.0416968e-05	2.027961994e-05	3.566255007e-05	14	24	13
1177	PGM2	single_name	1	2.39874959	37.17472267	51.68531418	1.870258798e-06	2.823775833e-05	3.75519379e-05	10	6	5
1178	ANXA7	single_name	1	7.193622112	51.68185043	35.17114258	5.608728441e-06	3.925730975e-05	2.555357519e-05	12	25	12
1179	CCS	single_name	1	3.191565752	21.55515671	51.59045219	2.488402271e-06	1.637320368e-05	3.748301598e-05	6	7	4
1180	COX19	single_name	1	51.51936722	38.2235508	32.08113098	4.016865713e-05	2.903444363e-05	2.330852889e-05	17	18	7
1181	PCBP1	single_name	1	23.14708138	33.29883957	51.45103073	1.804733299e-05	2.529365431e-05	3.738171939e-05	19	27	10
1182	PLIN2	single_name	1	42.76062965	38.24481392	51.41270828	3.333963836e-05	2.905059501e-05	3.735387623e-05	18	28	13
1183	SH3BGRL3	single_name	1	18.08888245	45.80538559	51.4082737	1.410355282e-05	3.47935725e-05	3.735065429e-05	4	5	4
1184	CD81	single_name	1	7.567511559	0	51.36846447	5.900242832e-06	0	3.732173091e-05	3	0	2
1185	PIP4K2B	single_name	1	51.35853958	9.450419903	4.428801775	4.004326293e-05	7.178498027e-06	3.217743606e-06	5	8	6
1186	PSMC4	single_name	1	12.09866047	39.92962456	51.29608917	9.43309226e-06	3.033036987e-05	3.726914668e-05	19	28	13
1187	ASS1	single_name	1	10.02796459	13.96542311	51.27180099	7.818610615e-06	1.060807491e-05	3.725150012e-05	9	18	6
1188	PSMC6	single_name	1	10.20729971	36.39527702	51.20971298	7.958434748e-06	2.764569479e-05	3.72063901e-05	18	28	12
1189	TF	single_name	1	23.50084496	12.45688057	51.17288971	1.832315563e-05	9.462192528e-06	3.717963618e-05	19	26	13
1190	PTGES3	single_name	1	34.14618301	51.16141129	48.51809311	2.662312043e-05	3.886198642e-05	3.52507951e-05	6	18	11
1191	WNK1	single_name	1	51.05910075	0.3768263906	0.398270905	3.980979624e-05	2.862356942e-07	2.893635171e-07	2	4	1
1192	EEA1	single_name	1	5.045320988	12.00119495	51.03182983	3.933739481e-06	9.116055708e-06	3.70771492e-05	19	29	13
1193	RABGAP1	single_name	1	4.737063408	24.04107857	51.00346947	3.693396991e-06	1.826149915e-05	3.705654399e-05	9	17	4
1194	SERPINB12	single_name	1	48.02790642	50.9997139	40.03266144	3.744643247e-05	3.873916179e-05	2.908570917e-05	18	21	10
1195	FGG	single_name	1	50.94525909	28.26226044	18.99813843	3.97210361e-05	2.146789062e-05	1.380308751e-05	15	23	9
1196	WDR61	single_name	1	21.46550751	18.5857029	50.92253876	1.673624227e-05	1.411761942e-05	3.699774382e-05	11	8	5
1197	C8orf82	single_name	1	16.75277901	8.246446371	50.84672165	1.306181874e-05	6.263964947e-06	3.694265894e-05	13	10	3
1198	MSRB2	single_name	1	31.85204697	14.16572666	50.76828766	2.483442679e-05	1.076022462e-05	3.688567277e-05	14	16	7
1199	DLGAP4	single_name	1	3.509969473	4.630486369	50.59552598	2.736655513e-06	3.517297391e-06	3.676015286e-05	3	4	2
1200	BTF3	single_name	1	37.86486435	23.14146328	50.44991684	2.952250456e-05	1.757815528e-05	3.665436062e-05	10	14	8
1201	PSMD5	single_name	1	4.143281221	1.373571277	50.42452621	3.23043647e-06	1.043358793e-06	3.663591307e-05	6	5	4
1202	VTN	single_name	1	7.404816628	5.061685324	50.38207436	5.773392732e-06	3.844834249e-06	3.66050697e-05	9	14	6
1203	ENSA	single_name	1	50.35795021	23.4029665	18.85814285	3.926312269e-05	1.777679199e-05	1.37013738e-05	8	16	10
1204	PRKCSH	single_name	1	39.32292938	33.82025146	50.34626007	3.065932975e-05	2.568971653e-05	3.657904884e-05	19	29	13
1205	ERP29	single_name	1	36.51112747	20.47913551	50.2089386	2.846702202e-05	1.555586264e-05	3.6479278e-05	17	21	13
1206	KLK10	single_name	1	6.390759468	50.10851669	10.9760108	4.982751919e-06	3.806221225e-05	7.974614889e-06	3	1	2
1207	USP39	single_name	1	7.035154343	3.507052898	50.10025406	5.485174177e-06	2.663942192e-06	3.640031331e-05	4	3	1
1208	LIN7C	single_name	1	31.430583	32.47524548	49.86540413	2.450581947e-05	2.466805581e-05	3.622968321e-05	12	16	8
1209	ROMO1	single_name	1	45.20597458	49.68088913	19.1676054	3.524622664e-05	3.773738821e-05	1.392621365e-05	12	9	2
1210	P4HA2	single_name	1	23.87070847	49.44673347	4.903410912	1.861153107e-05	3.755952459e-05	3.562570626e-06	5	4	3
1211	DDX39B	single_name	1	49.30034637	29.83641624	29.34663391	3.843852937e-05	2.266361255e-05	2.132178147e-05	19	29	13
1212	LGALS3	single_name	1	13.6625824	18.05583382	49.25853348	1.065245203e-05	1.371513316e-05	3.578876166e-05	13	11	7
1213	ADO	single_name	1	7.932402611	49.25645638	0	6.184741349e-06	3.741499093e-05	0	1	2	0
1214	GSTP1	single_name	1	15.50181103	49.22141647	42.65837479	1.208646312e-05	3.738837477e-05	3.099341982e-05	11	19	9
1215	IMPA2	single_name	1	14.85903835	48.91781998	26.09973907	1.158530567e-05	3.715776418e-05	1.896275173e-05	13	22	11
1216	COPB2	single_name	1	17.25108337	37.33612442	48.90009308	1.345033704e-05	2.83603584e-05	3.552833698e-05	16	25	11
1217	FGA	single_name	1	48.71645164	20.77067471	11.66976357	3.798327791e-05	1.577731455e-05	8.478660597e-06	18	28	12
1218	S100A16	single_name	1	19.37316895	48.71070862	15.88517332	1.510488624e-05	3.700044329e-05	1.154136434e-05	5	3	8
1219	RAB14	single_name	1	48.57578278	37.39321899	45.67795563	3.787360111e-05	2.840372719e-05	3.31872947e-05	19	28	13
1220	RAB1B	single_name	1	12.5048275	26.80305004	48.57309341	9.749772861e-06	2.035948072e-05	3.529075554e-05	15	18	5
1221	NEU2	single_name	1	3.42388916	32.11658478	48.56315804	2.669540353e-06	2.43956187e-05	3.5283537e-05	1	10	2
1222	MRPL50	single_name	1	48.55271721	19.66855431	10.82862377	3.785561733e-05	1.494014866e-05	7.867530921e-06	10	16	5
1223	ACTR2	single_name	1	48.48878479	7.628377438	10.81241035	3.780577045e-05	5.794482462e-06	7.855751071e-06	10	16	5
1224	IER3IP1	single_name	1	48.38192368	27.10396385	23.7375927	3.77224529e-05	2.058805355e-05	1.724653552e-05	3	3	2
1225	IGFBP5	single_name	1	22.93518543	27.63885498	48.36164093	1.78821218e-05	2.099435454e-05	3.513712485e-05	6	5	5
1226	MAPT	single_name	1	11.0558672	48.06819153	44.2963295	8.620046453e-06	3.651239009e-05	3.218347496e-05	13	27	13
1227	MCM6	single_name	1	3.776651978	2.586662471	47.98726273	2.94458272e-06	1.96481761e-06	3.486512056e-05	2	6	3
1228	ITIH3	single_name	1	2.292377949	0.7508627772	47.94640732	1.787322881e-06	5.703521135e-07	3.483543709e-05	1	2	1
1229	MPI	single_name	1	15.49515581	47.94426918	32.07324886	1.208127418e-05	3.641825922e-05	2.330280214e-05	6	16	8
1230	SYNJ2BP;SYNJ2BP-COX16	multi_gene_cell	1	47.6697998	35.29859352	32.65410995	3.716722365e-05	2.681265876e-05	2.372482646e-05	17	24	11
1231	IGHV3OR16-9	single_name	1	19.84793854	9.065065384	47.64026165	1.547505493e-05	6.885784403e-06	3.461300711e-05	3	3	2
1232	LNP	single_name	1	21.19052887	21.63664818	47.59912109	1.652184673e-05	1.643510424e-05	3.458311646e-05	19	28	13
1233	LDHB	single_name	1	39.29607773	47.48128891	27.32256699	3.063839403e-05	3.606658141e-05	1.985119671e-05	19	22	11
1234	C7orf55	single_name	1	38.63595963	47.39834976	13.17592049	3.012371267e-05	3.600358119e-05	9.572958118e-06	15	13	1
1235	NENF	single_name	1	11.72813988	9.978056908	47.23868942	9.1442045e-06	7.579288811e-06	3.432124502e-05	8	14	7
1236	EMC2	single_name	1	28.39514542	36.93990707	47.07045746	2.213914732e-05	2.805939342e-05	3.419901618e-05	13	17	5
1237	NFU1	single_name	1	34.42297363	35.86852646	47.06305313	2.683892874e-05	2.724557735e-05	3.419363657e-05	17	25	9
1238	CRIP1	single_name	1	46.99758148	24.31372833	0	3.664310799e-05	1.846860273e-05	0	1	5	0
1239	PM20D2	single_name	1	21.74765444	32.08609009	46.97938156	1.695622679e-05	2.437245506e-05	3.413284503e-05	4	7	4
1240	TMX1	single_name	1	23.75807953	18.95589924	46.82775497	1.852371646e-05	1.439881896e-05	3.402268081e-05	16	24	11
1241	HSD17B12	single_name	1	32.75939941	25.68972397	46.80573273	2.5541872e-05	1.951380306e-05	3.400668056e-05	18	25	11
1242	RPA2	single_name	1	14.01734924	10.64970303	46.69225311	1.09290569e-05	8.089468293e-06	3.392423201e-05	5	4	6
1243	MRI1	single_name	1	17.44413948	6.343284607	46.68785477	1.360085916e-05	4.818331514e-06	3.392103639e-05	5	7	5
1244	SYAP1	single_name	1	4.78360033	9.908669949	46.67372131	3.729680932e-06	7.526582777e-06	3.391076774e-05	9	10	5
1245	FNDC1	single_name	1	6.083771706	46.66842079	25.10741043	4.743399481e-06	3.544913031e-05	1.824177588e-05	11	16	11
1246	MIOS	single_name	1	4.070095539	46.51477432	0	3.173375005e-06	3.533242111e-05	0	1	1	0
1247	SNRPD1	single_name	1	37.95167923	46.44399643	30.83856201	2.959019244e-05	3.527865853e-05	2.240574105e-05	3	14	9
1248	COL1A2	single_name	1	8.768293381	46.405159	31.09195137	6.836469263e-06	3.524915779e-05	2.258984096e-05	19	28	13
1249	OPA3	single_name	1	46.30662155	14.04972553	0	3.610437986e-05	1.067211066e-05	0	15	17	0
1250	IMPDH2	single_name	1	16.4598465	18.25435638	46.26778603	1.283342491e-05	1.386593005e-05	3.361583567e-05	13	26	12
1251	STX8	single_name	1	17.05241966	37.20250034	46.20998383	1.329544278e-05	2.825885813e-05	3.357383951e-05	1	6	5
1252	CCDC47	single_name	1	24.52464485	13.80294132	46.18523788	1.912139266e-05	1.048465445e-05	3.355586036e-05	11	19	3
1253	PDE4D	single_name	1	18.54992938	4.107226372	46.18245399	1.446302223e-05	3.119831363e-06	3.355383772e-05	2	3	2
1254	ABCC4	single_name	1	2.034633636	0	46.10923386	1.586364611e-06	0	3.350063967e-05	4	0	1
1255	LMAN2L	single_name	1	10.43149281	4.654327869	46.02015305	8.133233782e-06	3.535407291e-06	3.343591806e-05	5	16	6
1256	DCTPP1	single_name	1	12.33600664	7.453999043	46.00270271	9.618146494e-06	5.662025388e-06	3.342323953e-05	4	11	2
1257	HAL	single_name	1	11.31199265	24.48003769	45.97250271	8.819742528e-06	1.85949306e-05	3.340129773e-05	10	15	8
1258	FKBP9	single_name	1	6.662490368	14.0294981	45.91270733	5.194615262e-06	1.065674599e-05	3.335785343e-05	12	13	4
1259	KRT6B	single_name	1	45.81428528	12.17426109	31.11457062	3.572051476e-05	9.247515998e-06	2.260627496e-05	13	18	7
1260	AARSD1;PTGES3L-AARSD1	multi_gene_cell	1	18.06702995	34.01065826	45.69384766	1.408651485e-05	2.583434871e-05	3.319884105e-05	12	19	10
1261	MKKS	single_name	1	45.57662582	40.14974594	24.88809872	3.553521627e-05	3.049757312e-05	1.808243507e-05	7	13	2
1262	SNW1	single_name	1	45.55578995	22.43844604	16.3293581	3.551897093e-05	1.704414643e-05	1.186408656e-05	2	8	2
1263	ASPA	single_name	1	7.714113235	9.970219612	45.53909302	6.014545333e-06	7.573335635e-06	3.308640414e-05	1	11	1
1264	MTHFD1	single_name	1	20.50975227	45.51162338	43.91013718	1.599105834e-05	3.4570432e-05	3.190288713e-05	19	28	13
1265	HSPG2	single_name	1	30.69743729	45.42169571	20.30026436	2.393419989e-05	3.450212333e-05	1.474914642e-05	19	29	13
1266	YOD1	single_name	1	0	45.42074585	15.33083344	0	3.450140182e-05	1.113860899e-05	0	1	2
1267	EZR	single_name	1	8.3433249	11.47695637	45.24914169	6.505129534e-06	8.717846348e-06	3.287574016e-05	6	11	5
1268	PRR4	single_name	1	10.52266407	9.409422874	45.19898987	8.204318259e-06	7.147356862e-06	3.283930238e-05	1	3	1
1269	RAB11B;RAB11A	multi_gene_cell	1	28.79199314	45.14989471	44.82913589	2.244856183e-05	3.429566447e-05	3.257058517e-05	18	28	13
1270	PCBP2	single_name	1	25.70205593	45.11988068	33.0967598	2.003939738e-05	3.427286594e-05	2.404643347e-05	16	27	12
1271	PTBP2	single_name	1	19.55624247	36.86749268	45.01461411	1.524762513e-05	2.800438776e-05	3.270534427e-05	8	5	3
1272	PITPNA	single_name	1	45.00217438	4.318736076	4.411445141	3.508732755e-05	3.280493218e-06	3.205133153e-06	5	1	1
1273	PLXNA1	single_name	1	44.99337769	3.005698442	3.882972479	3.508046894e-05	2.283115519e-06	2.821171618e-06	1	3	3
1274	TGM3	single_name	1	44.97050476	16.12810993	14.73164749	3.506263536e-05	1.225084245e-05	1.070327076e-05	18	26	12
1275	MIPEP	single_name	1	13.13845062	11.67028904	44.95633411	1.024379659e-05	8.864701009e-06	3.266300097e-05	19	23	12
1276	SBDS	single_name	1	22.27174377	38.00426483	44.93845367	1.736484914e-05	2.886787496e-05	3.265000994e-05	14	23	11
1277	PNKD	single_name	1	44.91854477	34.85619354	17.93283081	3.502212316e-05	2.647661365e-05	1.302908882e-05	17	23	5
1278	KLK8	single_name	1	19.79982758	15.8635484	44.90700531	1.543754375e-05	1.204988266e-05	3.262716115e-05	1	4	1
1279	GIPC1	single_name	1	24.75666571	20.98013115	44.79240417	1.930229485e-05	1.593641675e-05	3.254389776e-05	4	9	3
1280	HACD3	single_name	1	39.84210205	44.7243576	15.62648392	3.106411866e-05	3.397242833e-05	1.135341369e-05	9	10	6
1281	DBT	single_name	1	44.58330536	22.48023415	9.049032688	3.476074345e-05	1.707588849e-05	6.574569953e-06	19	27	10
1282	SFXN3	single_name	1	5.843904972	3.977194786	44.55609512	4.556380014e-06	3.021059934e-06	3.237220754e-05	7	11	1
1283	CMPK1	single_name	1	6.100271225	24.64353561	44.45150375	4.756263838e-06	1.871912292e-05	3.229621673e-05	5	11	7
1284	EXOSC3	single_name	1	44.41876984	17.17124939	7.990033627	3.463245828e-05	1.304320667e-05	5.80515474e-06	3	3	1
1285	FTO	single_name	1	44.28891754	10.79419994	14.23542118	3.453121495e-05	8.199227526e-06	1.034273779e-05	4	1	1
1286	FARSB	single_name	1	44.28301239	28.53527737	16.18416214	3.452661082e-05	2.16752731e-05	1.175859451e-05	19	28	13
1287	MAP2K6	single_name	1	8.676192284	44.17730713	10.02380013	6.764659814e-06	3.355689116e-05	7.28278673e-06	13	17	8
1288	RPS24	single_name	1	39.92134094	24.69521332	44.17640305	3.11258997e-05	1.875837708e-05	3.209634246e-05	15	23	10
1289	PRPF40A	single_name	1	5.574793339	6.687864065	44.15148926	4.346558863e-06	5.080072578e-06	3.207824136e-05	5	6	1
1290	SPG20	single_name	1	13.9118433	44.02089715	38.46635818	1.084679595e-05	3.343808281e-05	2.794771236e-05	7	6	2
1291	SRP9	single_name	1	19.76459885	43.91577721	27.263237	1.541007658e-05	3.335823416e-05	1.980809054e-05	12	18	9
1292	ADK	single_name	1	2.068945825	4.392512083	43.89857531	1.613117163e-06	3.336533154e-06	3.189448686e-05	6	6	4
1293	TPPP	single_name	1	43.81915283	33.16226482	38.72521591	3.416494846e-05	2.518991273e-05	2.813578531e-05	7	18	8
1294	EPHA2	single_name	1	3.03639251	11.50199652	43.76497269	2.367416687e-06	8.736866738e-06	3.179741795e-05	4	6	3
1295	TUBA1B	single_name	1	10.33697271	26.06158733	43.66867638	8.059538289e-06	1.979626886e-05	3.172745391e-05	8	18	8
1296	AIMP1	single_name	1	11.57441807	43.64760208	9.799865246	9.024350569e-06	3.31545295e-05	7.120086954e-06	13	25	10
1297	ZMPSTE24	single_name	1	39.09490967	43.63413811	11.01396561	3.048154717e-05	3.314430232e-05	8.002190934e-06	15	16	5
1298	ASNA1	single_name	1	13.45455933	20.19698524	43.43449688	1.049026045e-05	1.534154252e-05	3.155731092e-05	15	23	10
1299	DNAJB2	single_name	1	4.937301159	5.2487216	43.37789178	3.849518504e-06	3.986906194e-06	3.151618452e-05	9	9	2
1300	GTPBP6	single_name	1	18.23269653	18.37804604	43.3412323	1.421568189e-05	1.395988417e-05	3.148954959e-05	12	17	6
1301	PGAM1	single_name	1	14.91037846	11.75828362	43.30084991	1.162533455e-05	8.931541307e-06	3.146020979e-05	2	9	5
1302	PKP1	single_name	1	43.20695114	25.96500778	23.83432388	3.368762661e-05	1.972290745e-05	1.731681551e-05	19	29	12
1303	CRYM	single_name	1	43.15237236	4.914748907	14.00144053	3.364507259e-05	3.733221983e-06	1.017273927e-05	6	4	2
1304	VHL	single_name	1	11.93050241	19.26400137	42.90066528	9.301982668e-06	1.4632852e-05	3.116945586e-05	2	4	1
1305	EI24	single_name	1	28.21183777	14.56128216	42.87871933	2.199622588e-05	1.106068686e-05	3.115351104e-05	2	5	1
1306	FIP1L1	single_name	1	42.86880302	6.196352005	9.820118904	3.342397905e-05	4.706722146e-06	7.134802239e-06	10	7	3
1307	SEC61B	single_name	1	27.2493	24.58423996	42.81911087	2.124575374e-05	1.86740822e-05	3.111020254e-05	5	3	3
1308	KPNA6	single_name	1	2.760709524	4.664041996	42.81828785	2.152471979e-06	3.542786099e-06	3.110960458e-05	1	8	4
1309	RPL30	single_name	1	42.80573463	28.90265465	30.31788826	3.337480584e-05	2.195433129e-05	2.202744581e-05	12	18	8
1310	HLA-DRA	single_name	1	12.73001766	19.21534348	42.7994957	9.925349288e-06	1.459589168e-05	3.109595115e-05	1	9	3
1311	ANXA11	single_name	1	35.22636604	37.74084854	42.68840027	2.746531831e-05	2.866778509e-05	3.101523482e-05	14	25	13
1312	PKIA	single_name	1	39.39694786	42.68104744	20.57288551	3.071704053e-05	3.242033878e-05	1.494721918e-05	2	4	2
