# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T21:13:58Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# tier 2: 3546 entries, ordered by type-I weight; rank_<type> and cumulative_share_<type> follow that fiber type's own order
rank_I	accession	gene	tier	match_rule	w_I	rank_I	cumulative_share_I_in_I_order	w_I_low	w_I_high	valid_I	w_IIa	rank_IIa	cumulative_share_IIa_in_IIa_order	w_IIa_low	w_IIa_high	valid_IIa	w_IIx	rank_IIx	cumulative_share_IIx_in_IIx_order	w_IIx_low	w_IIx_high	valid_IIx
1	P16615	ATP2A2	2	single	0.05653518027	1	0.05653518027	0.03620621888	0.07686414167	19	0.02515682154	5	0.1813886955	0.01660546527	0.03370817782	29	0.03500841937	4	0.1784719374	0.02095106294	0.0490657758	13
2	P25705	ATP5F1A	2	single+via_mapping:ATP5A1	0.03481180051	2	0.09134698078	0.01723938298	0.05238421803	19	0.02076929193	8	0.2486264087	0.01084478261	0.03069380124	29	0.01489463558	10	0.3201026184	0	0.03634750655	13
3	P06576	ATP5F1B	2	summed:2+via_mapping:ATP5B	0.02712325626	3	0.118470237	0.01745821744	0.03678829509	19	0.02249236232	7	0.2278571168	0.01455082501	0.03043389963	29	0.01030964713	13	0.352194854	0	0.0267643091	13
4	P17540	CKMT2	2	single	0.02506201024	4	0.1435322473	0.007886287028	0.04223773346	19	0.01706025915	10	0.2852496658	0.01219757314	0.02192294516	29	0.007454080948	21	0.4235550649	0	0.02436573444	13
5	P12235	SLC25A4	2	single	0.02506119346	5	0.1685934407	0.01899550373	0.03112688318	19	0.01531479812	13	0.3323470299	0.01089573214	0.0197338641	29	0.008900868808	17	0.3898376265	0	0.04122165805	13
6	P48735	IDH2	2	single	0.02003855173	6	0.1886319925	0	0.04917634026	19	0.01067862901	18	0.3965356767	0.004238384033	0.017118874	29	0.004184841808	37	0.5084701768	0	0.03077769931	13
7	P06732	CKM	2	single	0.01685293998	7	0.2054849325	0	0.03395638177	19	0.04063047913	2	0.09701996301	0	0.08567179992	29	0.04826197742	2	0.1023407689	0	0.1223902353	13
8	P00403	MT-CO2	2	single	0.01630627996	8	0.2217912124	0.01076866548	0.02184389445	19	0.01358233504	15	0.3600091586	0.0065401793	0.02062449078	29	0.006000270572	26	0.4559020555	0.00410039722	0.007900143924	13
9	P40926	MDH2	2	single	0.01492407416	9	0.2367152866	0	0.03048657978	19	0.01407979356	14	0.3464268235	0.008423211836	0.01973637529	29	0.006542026016	24	0.4436557676	0	0.04630182585	13
10	Q99798	ACO2	2	single	0.01384578843	10	0.250561075	0.0009484215002	0.02674315537	19	0.01241054278	17	0.3858570477	0.008323230895	0.01649785467	29	0.005570613933	27	0.4614726694	0	0.02719436416	13
