# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T18:29:13Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# ranking = by largest median value (molar, as published: normalised to the dataset's anchor protein); MW is known only for pool entries, so no v*MW share here
rank	gene	kind	n_rows	v_I	v_IIa	v_IIx	v_share_of_file_I	v_share_of_file_IIa	v_share_of_file_IIx	valid_I	valid_IIa	valid_IIx
43	CES2	single_name	1	42.5817337	6.320905685	6.902321577	3.320015663e-05	4.801332582e-06	5.014878121e-06	19	23	8
44	C16orf13	single_name	1	22.84741402	39.76286888	41.93356323	1.781368812e-05	3.020370298e-05	3.046680837e-05	8	8	3
45	SCP2	single_name	1	39.8229332	26.08597183	13.8298955	3.104917308e-05	1.981479122e-05	1.004810332e-05	19	28	12
46	PREP	single_name	1	8.330602169	38.4141407	20.67031622	6.495209866e-06	2.91792149e-05	1.501800741e-05	16	24	12
47	MRPL27	single_name	1	10.3443327	12.57129955	36.19392467	8.065276725e-06	9.549104692e-06	2.629667698e-05	7	5	2
48	CHP1	single_name	1	28.75842857	19.90886879	35.74154282	2.242239219e-05	1.51226905e-05	2.596799918e-05	17	19	10
49	SEPW1	single_name	1	25.17000484	22.78988647	34.79591751	1.96245674e-05	1.731109906e-05	2.528095562e-05	8	8	5
50	Septin 8	single_name	1	3.421805382	5.287564754	30.34037209	2.667915671e-06	4.016411286e-06	2.204378142e-05	7	7	7
51	KLC2	single_name	1	5.710986137	28.77026939	26.66884422	4.452745762e-06	2.185377202e-05	1.937623478e-05	10	12	5
52	GNAS	single_name	1	4.952979326	7.220225334	25.3388834	3.861742469e-06	5.484451892e-06	1.840995244e-05	16	23	12
53	DAP3	single_name	1	10.27316475	9.934761047	24.18195343	8.00978845e-06	7.546401463e-06	1.756938558e-05	13	23	8
54	PRPH	single_name	1	5.027226686	5.902108192	23.05376339	3.919631704e-06	4.48321582e-06	1.67496997e-05	6	11	4
55	RBM10	single_name	1	6.42616868	22.66821074	2.713160515	5.010359799e-06	1.72186747e-05	1.971245349e-06	4	2	1
56	TPP1	single_name	1	22.4907341	10.78184986	22.63828659	1.753559167e-05	8.189846457e-06	1.644783525e-05	17	23	11
57	GPX4	single_name	1	22.58262444	19.35068035	17.51423454	1.760723679e-05	1.469869298e-05	1.272495792e-05	15	26	10
58	CDS2	single_name	1	9.478908539	10.99514294	22.05981445	7.390522199e-06	8.351862953e-06	1.602754662e-05	9	18	5
59	TXNRD2	single_name	1	21.69001389	13.11868191	6.53862977	1.691128556e-05	9.964893958e-06	4.75063803e-06	19	20	10
60	NAPA	single_name	1	11.35576153	21.36932755	17.16342831	8.853868282e-06	1.623204865e-05	1.247007983e-05	11	23	10
61	TKT	single_name	1	16.14740372	11.54924393	20.49989319	1.25898193e-05	8.772755665e-06	1.489418664e-05	15	19	9
62	GC	single_name	1	8.790687084	9.841295242	19.35373497	6.853929202e-06	7.475405242e-06	1.406144599e-05	12	25	11
63	CAPG	single_name	1	3.007917404	9.539979935	18.81678009	2.345215196e-06	7.246527439e-06	1.36713217e-05	3	4	3
64	RILP	single_name	1	18.74155998	3.599027783	12.69038689	1.461243291e-05	2.733805916e-06	9.220193939e-06	9	4	4
65	GDA	single_name	1	18.16617012	17.88539124	13.1914649	1.416381253e-05	1.358566572e-05	9.584251904e-06	5	15	10
66	Septin 2	single_name	1	18.01174927	6.862110853	7.607404232	1.404341357e-05	5.212429683e-06	5.527155554e-06	17	24	7
67	MOCS2	single_name	1	0	17.56647301	0	0	1.334341681e-05	0	0	7	0
68	HZGJ	single_name	1	5.860873699	17.36373043	16.46045494	4.569610204e-06	1.318941443e-05	1.19593349e-05	7	18	11
69	PDP1	single_name	1	17.14809227	11.42001724	4.872038364	1.337003686e-05	8.674595636e-06	3.539776918e-06	18	27	11
70	Septin 5	single_name	1	7.897571802	3.573915839	16.34201622	6.157584439e-06	2.714730992e-06	1.187328331e-05	6	12	7
71	Septin 1	single_name	1	5.950190365	15.43004698	0	4.639248686e-06	1.172059685e-05	0	4	2	0
72	ACAT2	single_name	1	15.07882023	3.752685785	13.48078156	1.175666536e-05	2.850523869e-06	9.794454767e-06	6	6	5
73	EHD2	single_name	1	14.6607275	12.74593258	11.98198414	1.143068652e-05	9.681755182e-06	8.705504291e-06	14	26	12
74	DKFZp779D0968	single_name	1	13.98609948	13.13420391	4.005050182	1.090469206e-05	9.976684404e-06	2.909867109e-06	2	5	1
75	KRT76	single_name	1	13.81413984	0	0	1.077061845e-05	0	0	2	0	0
76	C19orf52	single_name	1	5.927249432	11.45146751	13.61058855	4.621362082e-06	8.698485126e-06	9.888765972e-06	4	12	4
77	CPA3	single_name	1	3.440643072	7.700532436	13.36456203	2.682603055e-06	5.849291086e-06	9.710015536e-06	2	13	4
78	LAMB2	single_name	1	6.781830072	10.45467854	13.33678389	5.287662128e-06	7.941328535e-06	9.689833336e-06	18	28	12
79	CACNG6	single_name	1	11.02590036	9.413893223	12.75520897	8.596681893e-06	7.150752519e-06	9.267290386e-06	2	8	3
80	PDF	single_name	1	12.69831467	6.149153233	5.100801706	9.900631074e-06	4.670870163e-06	3.705984804e-06	7	4	2
81	TOR1AIP2	single_name	1	5.760950804	12.55638194	5.417181015	4.491702249e-06	9.537773339e-06	3.935850025e-06	4	2	5
82	PNP	single_name	1	12.35414028	10.89839649	7.228349447	9.632284943e-06	8.278374773e-06	5.251753499e-06	10	9	8
83	STAG1;DKFZp781D1416	multi_gene_cell	1	10.64761782	2.984736443	12.10736656	8.301742286e-06	2.267192874e-06	8.796600825e-06	4	6	11
84	CAST	single_name	1	5.369717836	11.48060131	10.10366178	4.186665449e-06	8.720615031e-06	7.340810163e-06	4	17	10
85	CAD	single_name	1	2.25430119	6.710319281	10.52447224	1.757635167e-06	5.097129462e-06	7.646549783e-06	10	12	5
86	PRNP	single_name	1	4.284080029	6.724736452	10.27274895	3.340214585e-06	5.108080683e-06	7.463660359e-06	1	6	5
87	TAF15	single_name	1	4.554482222	5.698222399	10.16714048	3.551041961e-06	4.328345054e-06	7.386930585e-06	14	20	8
88	MRPL2	single_name	1	9.905919075	5.050746918	8.688488007	7.723454079e-06	3.836525483e-06	6.312616404e-06	5	9	1
89	NRP2	single_name	1	9.839945316	5.042534351	0	7.672015612e-06	3.830287253e-06	0	2	8	0
90	CES1	single_name	1	4.553276658	9.811172009	4.074824333	3.550102006e-06	7.452523764e-06	2.960561482e-06	4	10	5
91	FLOT1	single_name	1	5.33216548	5.467771053	9.471340179	4.1573866e-06	4.15329521e-06	6.881397239e-06	16	25	12
92	EIF3A	single_name	1	6.319353104	5.713255405	9.336722374	4.927077754e-06	4.339764061e-06	6.783590743e-06	16	27	13
93	MRPS35	single_name	1	8.754993439	8.60398221	6.632751465	6.826099555e-06	6.535547622e-06	4.819022098e-06	15	20	8
94	LOC285556	single_name	1	8.657371998	7.113469839	5.750313759	6.749986e-06	5.40336088e-06	4.177887445e-06	16	28	10
95	TMPO	single_name	1	5.173922539	3.549922943	8.470858812	4.034007631e-06	2.696506092e-06	6.154498027e-06	6	5	4
96	AIP	single_name	1	5.443327904	8.188795328	6.425969124	4.244057799e-06	6.220173464e-06	4.668784496e-06	3	2	1
97	MYO1C	single_name	1	6.294138908	7.224368095	3.376513958	4.907418732e-06	5.487598715e-06	2.453204445e-06	15	25	10
98	SCRIB	single_name	1	6.942225218	3.301528931	6.513036251	5.41271913e-06	2.507827076e-06	4.732043072e-06	2	6	2
99	MRPL15	single_name	1	4.744042873	6.919325829	5.379220486	3.698838745e-06	5.255889931e-06	3.908269822e-06	11	10	2
100	VAT1	single_name	1	6.868648529	4.65595293	6.172585011	5.355352805e-06	3.53664168e-06	4.484688402e-06	12	9	7
101	MID1	single_name	1	6.618873477	2.207720518	2.062227726	5.160608013e-06	1.676974944e-06	1.498310473e-06	2	3	3
102	SLFN5	single_name	1	3.462781429	1.672108531	6.534166336	2.699863905e-06	1.270126398e-06	4.747395124e-06	3	6	1
103	TXNRD1	single_name	1	6.361473799	6.122204304	4.997405291	4.959918448e-06	4.650399873e-06	3.630862192e-06	10	19	10
104	DDX21	single_name	1	1.206820726	6.108317852	3.996934354	9.409348483e-07	4.639851784e-06	2.903970558e-06	5	5	2
105	QARS	single_name	1	2.389308453	6.097322941	4.21447897	1.862897726e-06	4.631500097e-06	3.062027485e-06	18	27	11
106	RRP1	single_name	1	3.49215579	5.756587505	3.732216477	2.722766528e-06	4.372678936e-06	2.711639924e-06	1	2	2
107	PAM	single_name	1	0	5.735695377	3.304268122	0	4.356809366e-06	2.400714271e-06	0	2	1
108	AKAP2	single_name	1	5.17599678	1.990000188	2.147499561	4.035624877e-06	1.511595524e-06	1.56026468e-06	10	16	7
109	PRPF4B	single_name	1	2.003241539	2.99777317	5.030942202	1.561888798e-06	2.277095516e-06	3.655228418e-06	3	1	2
110	DRG1	single_name	1	4.677107811	1.831942797	1.968713403	3.646650768e-06	1.391535814e-06	1.43036769e-06	5	8	6
111	ATP2B2	single_name	1	4.223686218	2.121786952	3.366103888	3.293126696e-06	1.611700179e-06	2.445641014e-06	1	12	9
112	EIF2A	single_name	1	3.342181683	4.002534866	2.699866533	2.605834608e-06	3.040308149e-06	1.961586614e-06	3	7	1
113	ARHGAP10	single_name	1	3.363996744	3.709616184	1.98444289	2.622843391e-06	2.817808387e-06	1.441795941e-06	1	5	2
114	USP10	single_name	1	0.6860448234	3.107513309	1.10234189	5.348959193e-07	2.36045365e-06	8.009059222e-07	2	2	1
115	C4B	single_name	1	1.161776543	1.027867317	2.864352226	9.058147669e-07	7.807635623e-07	2.081093607e-06	11	11	6
116	CASK	single_name	1	1.27995494	1.578998268	2.648425341	9.979561844e-07	1.199400245e-06	1.924212042e-06	2	2	2
117	HARS2	single_name	1	2.109355688	1.663908899	2.605593324	1.644623954e-06	1.263897993e-06	1.893092463e-06	4	4	2
118	FAAH	single_name	1	1.839304924	2.261756778	1.721653104	1.434070581e-06	1.718020652e-06	1.250866159e-06	1	4	5
119	DUSP27	single_name	1	2.020782471	1.452111959	1.648327589	1.575565124e-06	1.103017955e-06	1.197591545e-06	5	6	1
120	MACF1	single_name	1	1.876265407	1.258099914	1.121166229	1.462887956e-06	9.556472453e-07	8.145827357e-07	19	27	13
121	PCM1	single_name	1	1.649346411	0.9337132797	0	1.285963591e-06	7.092445632e-07	0	4	2	0
